Id,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,SalePrice,MSZoning,Utilities,BldgType,KitchenQual,SaleCondition,LandSlope
1049,5,1960,2006,0,1771,1771,1,9,2,115000,RL,AllPub,1Fam,TA,Normal,Gtl
1050,4,1946,2006,0,930,930,1,6,1,84900,RL,AllPub,1Fam,Gd,Abnorml,Gtl
1051,7,2007,2007,1302,1302,1302,2,6,2,176485,RL,AllPub,1Fam,Gd,Partial,Gtl
1052,7,2007,2007,1316,1316,1316,2,6,2,200141,RL,AllPub,1Fam,Gd,Partial,Gtl
1053,6,1964,1978,816,1127,1977,1,9,2,165000,RL,AllPub,1Fam,TA,Normal,Gtl
1054,5,1957,2002,1216,1526,1526,1,7,1,144500,RL,AllPub,1Fam,TA,Normal,Mod
1055,8,2002,2002,1065,1091,1989,2,7,2,255000,RL,AllPub,1Fam,Gd,Normal,Gtl
1056,6,1976,1976,1193,1523,1523,2,7,2,180000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1057,7,2005,2005,1364,1364,1364,2,6,2,185850,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1058,7,1994,1994,973,979,1850,2,7,2,248000,RL,AllPub,1Fam,Gd,Normal,Gtl
1059,9,2008,2008,1104,1130,2184,2,10,3,335000,RL,AllPub,1Fam,Ex,Normal,Gtl
1060,6,1932,1950,854,1096,1991,1,7,2,220000,RL,AllPub,1Fam,TA,Normal,Mod
1061,8,2001,2001,1338,1338,1338,2,6,2,213500,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1062,3,1935,1950,894,894,894,1,6,3,81000,C (all),AllPub,1Fam,TA,Normal,Gtl
1063,5,1900,1950,662,1422,2337,2,10,2,90000,RM,AllPub,2fmCon,TA,Normal,Gtl
1064,6,1925,1980,1103,1103,1103,1,5,2,110500,RM,AllPub,1Fam,Gd,Normal,Gtl
1065,5,1966,1966,1154,1154,1154,1,6,2,154000,RL,AllPub,1Fam,TA,Normal,Gtl
1066,7,1996,1997,1306,1306,2260,2,7,2,328000,RL,AllPub,1Fam,Gd,Normal,Mod
1067,6,1993,1994,799,799,1571,2,7,2,178000,RL,AllPub,1Fam,TA,Normal,Gtl
1068,6,1964,1964,780,798,1611,1,7,2,167900,RL,AllPub,1Fam,TA,Normal,Mod
1069,6,1973,1973,942,1291,2521,2,10,2,151400,RM,AllPub,TwnhsE,TA,Normal,Gtl
1070,5,1949,2003,845,893,893,1,4,2,135000,RL,AllPub,1Fam,Gd,Normal,Gtl
1071,5,1956,1956,1048,1048,1048,1,6,1,135000,RL,AllPub,1Fam,TA,Normal,Gtl
1072,6,1968,1968,727,829,1556,1,8,2,154000,RL,AllPub,1Fam,TA,Normal,Gtl
1073,5,1948,1950,810,1002,1456,1,7,1,91500,RL,AllPub,1Fam,TA,Normal,Gtl
1074,6,1977,1977,690,698,1426,1,6,2,159500,RL,AllPub,1Fam,TA,Normal,Gtl
1075,7,2006,2006,1240,1240,1240,2,5,3,194000,RL,AllPub,1Fam,Gd,Normal,Gtl
1076,7,1940,1984,800,960,1740,1,6,1,219500,RL,AllPub,1Fam,TA,Normal,Gtl
1077,5,1936,1989,796,1096,1466,2,7,2,170000,RL,AllPub,1Fam,Gd,Normal,Gtl
1078,5,1969,1969,1096,1096,1096,1,6,1,138800,RL,AllPub,1Fam,TA,Abnorml,Gtl
1079,6,2004,2004,848,848,848,1,3,2,155900,RM,AllPub,TwnhsE,Gd,Normal,Gtl
1080,5,1994,1994,990,990,990,1,5,1,126000,RL,AllPub,1Fam,TA,Normal,Gtl
1081,6,1971,2004,1258,1258,1258,2,5,2,145000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
1082,5,1963,1963,1040,1040,1040,1,5,1,133000,RL,AllPub,1Fam,TA,Normal,Gtl
1083,7,2002,2002,1459,1459,1459,2,6,2,192000,RL,AllPub,1Fam,Gd,Normal,Gtl
1084,6,1964,1964,1251,1251,1251,1,6,1,160000,RL,AllPub,1Fam,TA,Normal,Gtl
1085,6,1995,1996,691,691,1498,2,6,2,187500,RL,AllPub,1Fam,TA,Normal,Gtl
1086,6,1992,1992,936,996,996,1,5,2,147000,RL,AllPub,1Fam,Gd,Normal,Gtl
1087,4,1973,1973,546,546,1092,1,6,1,83500,RM,AllPub,TwnhsE,TA,Normal,Gtl
1088,8,2005,2006,1082,1082,1953,2,9,3,252000,FV,AllPub,1Fam,Gd,Normal,Gtl
1089,7,2004,2004,970,970,1709,2,7,2,137500,RM,AllPub,Twnhs,Gd,Normal,Gtl
1090,8,2005,2005,1247,1247,1247,1,4,2,197000,FV,AllPub,TwnhsE,Gd,Normal,Gtl
1091,3,1950,1950,0,1040,1040,2,6,2,92900,RL,AllPub,Duplex,TA,Normal,Gtl
1092,7,1999,2000,600,624,1252,2,4,2,160000,FV,AllPub,Twnhs,Gd,Normal,Gtl
1093,6,1925,1950,1181,1390,1694,2,7,2,136500,RL,AllPub,1Fam,TA,Normal,Gtl
1094,5,1965,1998,864,1200,1200,1,6,2,146000,RL,AllPub,1Fam,Gd,Normal,Gtl
1095,5,1956,2000,936,936,936,1,4,1,129000,RL,AllPub,1Fam,TA,Normal,Gtl
1096,6,2006,2006,1314,1314,1314,2,6,2,176432,RL,AllPub,1Fam,Gd,Normal,Gtl
1097,6,1914,2006,684,773,1355,1,7,0,127000,RM,AllPub,1Fam,Gd,Normal,Gtl
1098,8,1986,1986,1074,1088,1088,1,5,2,170000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1099,4,1936,1950,672,757,1324,1,6,1,128000,RM,AllPub,1Fam,TA,Normal,Gtl
1100,7,1978,1978,1271,1601,1601,2,7,2,157000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1101,2,1920,1950,290,438,438,1,3,1,60000,RL,AllPub,1Fam,Fa,Normal,Gtl
1102,5,1971,1971,950,950,950,1,5,1,119500,RL,AllPub,1Fam,TA,Normal,Gtl
1103,5,1960,2002,1010,1134,1134,1,6,1,135000,RL,AllPub,1Fam,TA,Family,Gtl
1104,6,1959,1959,655,1194,1194,1,6,2,159500,RL,AllPub,1Fam,TA,Normal,Gtl
1105,5,1970,1970,630,630,1302,2,6,2,106000,RM,AllPub,TwnhsE,TA,Normal,Gtl
1106,8,1994,1995,1463,1500,2622,2,9,2,325000,RL,AllPub,1Fam,Gd,Normal,Gtl
1107,7,1990,1991,910,1442,1442,2,6,2,179900,RL,AllPub,1Fam,Gd,Normal,Gtl
1108,7,2006,2006,868,887,2021,2,9,2,274725,RL,AllPub,1Fam,Gd,Partial,Gtl
1109,6,2000,2000,924,948,1690,2,7,2,181000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1110,8,2004,2005,1836,1836,1836,2,7,3,280000,RL,AllPub,1Fam,Gd,Normal,Gtl
1111,6,1995,1996,773,773,1658,2,8,2,188000,RL,AllPub,1Fam,TA,Normal,Gtl
1112,7,1976,1976,803,1098,1964,2,8,2,205000,RL,AllPub,1Fam,TA,Normal,Gtl
1113,5,1957,1957,816,816,816,1,5,1,129900,RL,AllPub,1Fam,TA,Normal,Gtl
1114,5,1953,2006,1008,1008,1008,1,6,1,134500,RL,AllPub,1Fam,Gd,Normal,Gtl
1115,5,1954,2000,833,833,833,1,4,1,117000,RL,AllPub,1Fam,Gd,Normal,Gtl
1116,8,2007,2007,1734,1734,1734,2,7,3,318000,RL,AllPub,1Fam,Ex,Partial,Gtl
1117,8,2002,2002,408,779,1419,2,7,2,184100,RL,AllPub,1Fam,Gd,Normal,Gtl
1118,5,1967,2003,894,894,894,1,5,2,130000,RL,AllPub,1Fam,Gd,Normal,Gtl
1119,5,1958,1987,533,1021,1601,1,6,1,140000,RL,AllPub,1Fam,TA,Normal,Gtl
1120,5,1959,1959,1040,1040,1040,1,6,1,133700,RL,AllPub,1Fam,TA,Normal,Gtl
1121,6,1920,1950,1012,1012,1012,1,6,1,118400,RM,AllPub,1Fam,TA,Normal,Mod
1122,7,2005,2006,1552,1552,1552,2,7,3,212900,RL,AllPub,1Fam,Gd,Partial,Gtl
1123,4,1956,1956,672,960,960,1,5,1,112000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1124,5,1947,2008,698,698,698,1,4,0,118000,RL,AllPub,1Fam,TA,Normal,Gtl
1125,7,1992,1992,384,812,1482,2,7,2,163900,RL,AllPub,1Fam,Gd,Normal,Gtl
1126,4,1955,1955,1005,1005,1005,1,5,2,115000,RL,AllPub,1Fam,Fa,Normal,Gtl
1127,7,2007,2007,1373,1555,1555,2,7,3,174000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1128,7,2004,2004,1530,1530,1530,2,7,3,259000,RL,AllPub,1Fam,Gd,Family,Gtl
1129,7,2004,2005,847,847,1959,2,8,2,215000,RL,AllPub,1Fam,Gd,Normal,Gtl
1130,5,1980,1980,936,936,936,1,4,2,140000,RM,AllPub,Duplex,TA,Normal,Gtl
1131,4,1928,1950,1122,1328,1981,2,7,2,135000,RL,AllPub,1Fam,Gd,Normal,Gtl
1132,5,1991,1992,974,974,974,1,5,0,93500,RL,AllPub,1Fam,TA,Abnorml,Gtl
1133,6,1880,1950,1008,1178,2210,2,8,1,117500,RM,AllPub,1Fam,Fa,Normal,Gtl
1134,8,1995,1995,1128,1142,2020,2,8,2,239500,RL,AllPub,1Fam,Gd,Normal,Gtl
1135,6,1997,1997,916,916,1600,2,7,2,169000,RL,AllPub,1Fam,TA,Normal,Gtl
1136,6,1926,1950,960,986,986,1,5,1,102000,RM,AllPub,1Fam,TA,Normal,Gtl
1137,6,1950,1950,1032,1032,1252,1,6,1,119000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1138,5,1875,1996,780,780,1020,1,6,0,94000,RL,AllPub,1Fam,TA,Normal,Gtl
1139,6,1977,1977,1567,1567,1567,2,5,2,196000,RL,AllPub,1Fam,Gd,Normal,Mod
1140,5,1920,1950,915,1167,1167,1,6,2,144000,RL,AllPub,1Fam,TA,Normal,Gtl
1141,5,1951,1951,952,952,952,1,4,2,139000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1142,5,1976,1976,780,1088,1868,2,9,2,197500,RL,AllPub,1Fam,Gd,Normal,Gtl
1143,8,2006,2007,1466,1466,2828,3,11,3,424870,RL,AllPub,1Fam,Gd,Partial,Gtl
1144,5,1959,1959,1006,1006,1006,1,5,0,80000,RL,AllPub,1Fam,TA,Normal,Gtl
1145,4,1941,1950,672,672,924,1,5,1,80000,RL,AllPub,2fmCon,Fa,Normal,Gtl
1146,5,1928,1950,1042,1042,1576,1,8,1,149000,RM,AllPub,1Fam,TA,Family,Gtl
1147,6,1985,1985,1298,1298,1298,2,5,2,180000,RL,AllPub,1Fam,Gd,Normal,Gtl
1148,7,1941,1950,704,860,1564,1,7,1,174500,RL,AllPub,1Fam,Fa,Normal,Gtl
1149,7,1926,1950,572,572,1111,1,5,1,116900,RM,AllPub,1Fam,TA,Normal,Gtl
1150,7,1920,1988,650,832,1482,1,7,2,143000,RM,AllPub,1Fam,TA,Normal,Gtl
1151,6,1950,1950,932,932,932,1,4,1,124000,RL,AllPub,1Fam,Gd,Normal,Gtl
1152,5,1959,1959,1466,1466,1466,1,6,2,149900,RL,AllPub,1Fam,Fa,Normal,Gtl
1153,6,1956,2004,1073,1811,1811,1,6,2,230000,RL,AllPub,1Fam,Ex,Abnorml,Gtl
1154,6,1930,2007,816,816,816,1,5,1,120500,RM,AllPub,1Fam,TA,Normal,Gtl
1155,7,1965,1988,864,902,1820,1,8,2,201800,RL,AllPub,1Fam,Gd,Normal,Gtl
1156,5,1976,2004,1437,1437,1437,2,6,2,218000,RL,AllPub,1Fam,Gd,Normal,Gtl
1157,5,1965,1999,1219,1265,1265,2,6,2,179900,RL,AllPub,1Fam,Gd,Normal,Gtl
1158,7,2007,2008,1314,1314,1314,2,6,2,230000,RL,AllPub,Twnhs,Gd,Normal,Gtl
1159,8,2007,2008,1580,1580,1580,2,7,3,235128,RL,AllPub,1Fam,Gd,Partial,Gtl
1160,6,1974,1974,901,943,1876,2,8,2,185000,RL,AllPub,1Fam,Gd,Normal,Gtl
1161,6,1978,1978,855,855,1456,2,7,2,146000,RL,AllPub,Twnhs,TA,Normal,Gtl
1162,6,1954,2006,1296,1640,1640,1,7,2,224000,RL,AllPub,1Fam,Gd,Normal,Gtl
1163,5,1968,1968,894,894,894,1,5,2,129000,RL,AllPub,1Fam,TA,Normal,Gtl
1164,4,1969,1969,1198,1258,1258,0,6,2,108959,RL,AllPub,Duplex,TA,Alloca,Gtl
1165,5,1978,1978,1360,1432,1432,1,5,2,194000,RL,AllPub,1Fam,Gd,Normal,Gtl
1166,7,2009,2009,1502,1502,1502,2,7,2,233170,RL,AllPub,1Fam,Gd,Partial,Gtl
1167,8,2008,2008,1694,1694,1694,2,7,3,245350,RL,AllPub,1Fam,Gd,Normal,Gtl
1168,6,2000,2000,959,959,1671,2,7,2,173000,RL,AllPub,1Fam,TA,Normal,Gtl
1169,6,1935,1986,1127,1236,2108,2,7,2,235000,RL,AllPub,1Fam,Gd,Normal,Gtl
1170,10,1995,1996,1930,1831,3627,3,10,3,625000,RL,AllPub,1Fam,Gd,Normal,Gtl
1171,6,1977,1977,1096,1118,1118,1,6,1,171000,RL,AllPub,1Fam,TA,Normal,Gtl
1172,6,1958,1958,1261,1261,1261,1,6,2,163000,RL,AllPub,1Fam,TA,Normal,Gtl
1173,7,2006,2007,625,625,1250,2,5,2,171900,FV,AllPub,TwnhsE,Gd,Normal,Gtl
1174,5,1946,1994,1598,1636,3086,3,12,0,200500,RL,AllPub,1Fam,Ex,Normal,Gtl
1175,6,1932,1950,952,1170,2345,2,9,2,239000,RL,AllPub,1Fam,TA,Normal,Gtl
1176,8,1992,2000,1683,2129,2872,2,9,2,285000,RL,AllPub,1Fam,Gd,Normal,Gtl
1177,5,1984,1985,876,923,923,1,5,1,119500,RL,AllPub,1Fam,TA,Normal,Gtl
1178,6,1926,2004,818,818,1224,1,5,1,115000,RM,AllPub,1Fam,TA,Normal,Gtl
1179,5,1921,1950,731,820,1343,1,7,1,154900,RL,AllPub,1Fam,TA,Normal,Gtl
1180,5,1954,1954,0,1124,1124,1,5,0,93000,RL,AllPub,1Fam,TA,Normal,Gtl
1181,7,1990,1991,1216,1298,2514,2,8,2,250000,RL,AllPub,1Fam,TA,Normal,Gtl
1182,8,2008,2008,1600,1652,1652,2,5,2,392500,RM,AllPub,TwnhsE,Gd,Partial,Mod
1183,10,1996,1996,2396,2411,4476,3,10,3,745000,RL,AllPub,1Fam,Ex,Abnorml,Gtl
1184,5,1920,1950,1120,1130,1130,1,5,2,120000,RL,AllPub,1Fam,TA,Normal,Gtl
1185,5,1963,1963,1572,1572,1572,1,5,3,186700,RL,AllPub,1Fam,TA,Normal,Mod
1186,5,1924,1950,784,949,1221,1,7,1,104900,RL,AllPub,1Fam,TA,Normal,Gtl
1187,3,1900,1970,978,1014,1699,2,7,2,95000,RL,AllPub,2fmCon,TA,Abnorml,Mod
1188,8,1994,1995,1624,1624,1624,2,5,3,262000,RL,AllPub,1Fam,Gd,Normal,Gtl
1189,7,2002,2002,831,831,1660,2,7,2,195000,RL,AllPub,1Fam,Gd,Normal,Gtl
1190,7,1999,1999,994,1028,1804,2,7,2,189000,RL,AllPub,1Fam,Gd,Normal,Gtl
1191,4,1961,1975,1249,1622,1622,1,7,4,168000,RL,AllPub,2fmCon,TA,Normal,Mod
1192,8,1999,2000,776,764,1441,2,5,2,174000,FV,AllPub,Twnhs,Gd,Normal,Gtl
1193,5,1925,1994,702,842,1472,1,6,1,125000,RM,AllPub,1Fam,Gd,Normal,Gtl
1194,6,1999,1999,1224,1224,1224,2,5,2,165000,RM,AllPub,TwnhsE,TA,Normal,Gtl
1195,6,1969,1969,663,663,1352,1,7,1,158000,RL,AllPub,1Fam,TA,Normal,Gtl
1196,6,2005,2005,728,728,1456,2,8,2,176000,RL,AllPub,1Fam,Gd,Normal,Gtl
1197,7,2006,2006,879,879,1863,2,9,3,219210,RL,AllPub,1Fam,Gd,Partial,Gtl
1198,7,1916,1950,815,815,1690,1,7,1,144000,RM,AllPub,1Fam,TA,Normal,Gtl
1199,7,2001,2001,1212,1212,1212,2,6,2,178000,RL,AllPub,1Fam,Gd,Normal,Gtl
1200,4,1963,1979,1051,1382,1382,1,6,2,148000,RL,AllPub,1Fam,TA,Normal,Gtl
1201,4,1970,1970,864,864,864,1,5,1,116050,RL,AllPub,1Fam,TA,Abnorml,Gtl
1202,7,1998,1998,866,866,1779,2,6,2,197900,RL,AllPub,1Fam,Gd,Normal,Gtl
1203,5,1925,1997,884,884,1348,1,5,1,117000,RM,AllPub,1Fam,TA,Normal,Gtl
1204,7,2000,2001,1630,1630,1630,2,6,2,213000,RL,AllPub,1Fam,Gd,Normal,Gtl
1205,5,1975,1975,1056,1074,1074,1,6,2,153500,RL,AllPub,1Fam,TA,Normal,Gtl
1206,7,1990,1991,2158,2196,2196,2,7,3,271900,RL,AllPub,1Fam,Gd,Normal,Gtl
1207,4,1966,1966,1056,1056,1056,1,5,1,107000,RH,AllPub,1Fam,TA,Normal,Gtl
1208,6,2003,2003,1682,1700,1700,2,7,2,200000,RL,AllPub,1Fam,Gd,Normal,Gtl
1209,5,1962,1980,931,1283,1283,1,6,2,140000,RL,AllPub,1Fam,TA,Normal,Gtl
1210,8,2006,2006,1660,1660,1660,2,8,2,290000,RL,AllPub,1Fam,Gd,Partial,Gtl
1211,6,1992,1992,1055,1055,1845,2,8,2,189000,RL,AllPub,1Fam,Gd,Normal,Gtl
1212,8,1988,2005,559,1080,1752,2,8,2,164000,RL,AllPub,1Fam,TA,Normal,Mod
1213,4,1941,1950,672,672,672,1,4,1,113000,RL,AllPub,1Fam,TA,Normal,Gtl
1214,4,1965,2001,648,960,960,0,3,1,145000,RL,AllPub,1Fam,TA,Normal,Gtl
1215,5,1962,1962,925,999,999,1,6,1,134500,RL,AllPub,1Fam,TA,Normal,Gtl
1216,5,1966,1966,894,894,894,1,5,1,125000,RL,AllPub,1Fam,TA,Normal,Gtl
1217,6,1978,1978,0,1318,1902,2,8,2,112000,RM,AllPub,Duplex,TA,Normal,Gtl
1218,8,2009,2009,1300,1314,1314,2,6,2,229456,FV,AllPub,1Fam,Gd,Partial,Gtl
1219,4,1947,1950,0,672,912,1,3,0,80500,RM,AllPub,1Fam,TA,Normal,Gtl
1220,6,1971,1971,672,672,1218,1,7,0,91500,RM,AllPub,Twnhs,TA,Abnorml,Gtl
1221,5,1964,1964,912,912,912,1,5,1,115000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1222,5,1968,1968,952,1211,1211,1,5,1,134000,RL,AllPub,1Fam,TA,Normal,Gtl
1223,6,1949,1950,1040,1168,1846,2,7,1,143000,RL,AllPub,1Fam,TA,Normal,Gtl
1224,5,1951,1951,2136,2136,2136,2,7,2,137900,RL,AllPub,1Fam,TA,Normal,Gtl
1225,7,2004,2005,788,788,1490,2,8,2,184000,RL,AllPub,1Fam,Gd,Normal,Gtl
1226,6,1958,1958,588,1138,1138,1,6,1,145000,RL,AllPub,1Fam,TA,Normal,Gtl
1227,6,2007,2007,894,894,1933,2,9,3,214000,RL,AllPub,1Fam,Gd,Normal,Gtl
1228,5,1965,2008,912,912,912,1,5,2,147000,RL,AllPub,1Fam,Gd,Normal,Gtl
1229,9,2008,2008,1702,1702,1702,1,7,3,367294,RL,AllPub,TwnhsE,Ex,Partial,Gtl
1230,5,1960,1960,1075,1507,1507,2,7,1,127000,RL,AllPub,1Fam,TA,Normal,Gtl
1231,5,1977,1977,1361,1361,2620,2,12,2,190000,RL,AllPub,Duplex,TA,Normal,Gtl
1232,5,1962,1962,1106,1190,1190,1,6,2,132500,RL,AllPub,Duplex,TA,Normal,Gtl
1233,4,1962,1962,0,1224,1224,2,6,2,101800,RL,AllPub,Duplex,TA,Normal,Gtl
1234,5,1959,1959,1188,1188,1188,1,6,2,142000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1235,5,1911,1950,940,1024,1964,1,7,0,130000,RH,AllPub,1Fam,TA,Abnorml,Gtl
1236,5,1914,1950,747,892,1784,1,9,1,138887,RL,AllPub,1Fam,TA,Normal,Gtl
1237,7,2003,2003,764,764,1626,2,6,2,175500,RL,AllPub,Twnhs,Gd,Normal,Gtl
1238,7,2004,2005,847,847,1948,2,8,2,195000,RL,AllPub,1Fam,Gd,Normal,Gtl
1239,6,2005,2005,1141,1141,1141,1,6,2,142500,RL,AllPub,1Fam,TA,Abnorml,Gtl
1240,8,2006,2006,1476,1484,1484,2,6,2,265900,RL,AllPub,1Fam,Ex,Normal,Gtl
1241,7,2003,2003,884,884,1768,2,8,2,224900,RL,AllPub,1Fam,Gd,Normal,Gtl
1242,7,2007,2007,1689,1689,1689,2,7,3,248328,RL,AllPub,1Fam,Gd,Partial,Gtl
1243,7,1974,1974,1053,1173,1173,2,6,2,170000,RL,AllPub,1Fam,Gd,Family,Gtl
1244,10,2006,2006,2076,2076,2076,2,7,3,465000,RL,AllPub,1Fam,Ex,Partial,Gtl
1245,8,1929,1950,792,792,1517,1,7,2,230000,RL,AllPub,1Fam,Gd,Normal,Mod
1246,6,1984,2003,585,1140,1868,3,7,2,178000,RL,AllPub,1Fam,TA,Abnorml,Gtl
1247,7,2005,2006,756,756,1553,2,6,2,186500,FV,AllPub,1Fam,Gd,Partial,Gtl
1248,6,1976,1976,1012,1034,1034,1,6,3,169900,RL,AllPub,1Fam,TA,Normal,Gtl
1249,6,1917,1950,735,1134,2058,1,8,2,129500,RM,AllPub,1Fam,TA,Normal,Gtl
1250,5,1950,1950,876,988,988,1,6,1,119000,RL,AllPub,1Fam,TA,Normal,Gtl
1251,7,1968,1968,2110,2110,2110,2,8,2,244000,RL,AllPub,1Fam,Ex,Normal,Gtl
1252,7,2003,2003,1405,1405,1405,2,6,2,171750,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1253,5,1968,1968,864,874,874,1,5,1,130000,RL,AllPub,1Fam,TA,Normal,Gtl
1254,7,1974,2003,1192,1516,2167,2,9,2,294000,RL,AllPub,1Fam,Gd,Normal,Gtl
1255,7,2003,2004,746,760,1656,2,7,2,165400,RL,AllPub,1Fam,Gd,Normal,Gtl
1256,6,1931,1950,884,959,1367,1,6,1,127500,RM,AllPub,1Fam,TA,Normal,Gtl
1257,8,1994,1994,1986,1987,1987,2,7,2,301500,RL,AllPub,1Fam,Gd,Normal,Gtl
1258,5,1922,1950,864,864,864,1,4,0,99900,RL,AllPub,1Fam,TA,Normal,Gtl
1259,7,2005,2005,856,1166,1166,2,5,2,190000,RL,AllPub,1Fam,Gd,Normal,Gtl
1260,6,1969,1969,1054,1054,1054,1,6,2,151000,RL,AllPub,1Fam,TA,Normal,Gtl
1261,6,1999,1999,841,892,1675,2,7,2,181000,RL,AllPub,1Fam,TA,Normal,Gtl
1262,5,1956,1956,1050,1050,1050,1,5,1,128900,RL,AllPub,1Fam,TA,Normal,Gtl
1263,4,1957,1989,1104,1104,1788,1,8,1,161500,RL,AllPub,1Fam,TA,Normal,Gtl
1264,6,1919,1950,764,1060,1824,1,8,2,180500,RL,AllPub,1Fam,TA,Normal,Gtl
1265,6,1998,1999,1405,1337,1337,2,5,2,181000,RH,AllPub,TwnhsE,Gd,Abnorml,Gtl
1266,7,1999,1999,691,713,1452,2,6,2,183900,FV,AllPub,TwnhsE,Gd,Normal,Gtl
1267,7,1910,1950,925,964,1889,1,9,1,122000,RM,AllPub,2fmCon,TA,Normal,Gtl
1268,9,2008,2009,2002,2018,2018,2,10,3,378500,RL,AllPub,1Fam,Ex,Normal,Gtl
1269,8,1935,1997,728,1968,3447,3,11,3,381000,RL,AllPub,1Fam,Gd,Normal,Mod
1270,5,1958,1958,874,874,1524,1,7,1,144000,RL,AllPub,1Fam,TA,Normal,Gtl
1271,7,1979,1979,1332,1332,1524,0,4,2,260000,RL,AllPub,1Fam,Gd,Normal,Sev
1272,6,1968,1968,1489,1489,1489,2,7,2,185750,RL,AllPub,1Fam,Gd,Normal,Gtl
1273,5,1965,1965,935,935,935,1,5,1,137000,RL,AllPub,1Fam,TA,Normal,Gtl
1274,6,1959,2006,1019,1357,1357,1,5,1,177000,RL,AllPub,1Fam,Ex,Normal,Gtl
1275,5,1910,2003,661,661,1250,2,8,2,139000,RL,AllPub,1Fam,TA,Normal,Gtl
1276,5,1948,1950,928,928,1920,2,10,2,137000,RL,AllPub,Duplex,TA,Normal,Gtl
1277,6,1972,1972,723,735,1395,1,6,2,162000,RL,AllPub,1Fam,TA,Normal,Gtl
1278,6,1967,1976,1680,1724,1724,1,7,2,197900,RL,AllPub,1Fam,TA,Normal,Gtl
1279,8,2002,2002,1128,1128,2031,2,7,2,237000,RL,AllPub,1Fam,Gd,Normal,Gtl
1280,4,1920,1950,698,698,1128,1,6,2,68400,C (all),AllPub,1Fam,TA,Abnorml,Gtl
1281,7,2002,2002,1573,1573,1573,2,6,2,227000,RL,AllPub,1Fam,Gd,Normal,Gtl
1282,7,1990,1990,1309,1339,1339,2,6,2,180000,RL,AllPub,1Fam,TA,Normal,Gtl
1283,5,1977,2008,1040,1040,1040,2,5,2,150500,RL,AllPub,1Fam,Gd,Normal,Gtl
1284,6,1971,1971,912,912,1824,2,8,0,139000,RL,AllPub,Duplex,TA,Normal,Gtl
1285,6,1919,1990,804,1699,2447,2,10,1,169000,RL,AllPub,1Fam,Gd,Normal,Gtl
1286,6,1939,1950,780,825,1412,1,6,1,132500,RM,AllPub,1Fam,TA,Normal,Gtl
1287,6,1963,1963,1328,1328,1328,1,6,2,143000,RL,AllPub,1Fam,TA,Normal,Gtl
1288,5,1964,1964,1624,1582,1582,2,7,2,190000,RL,AllPub,1Fam,TA,Normal,Mod
1289,8,2000,2000,1501,1659,1659,2,5,2,278000,RL,AllPub,TwnhsE,Ex,Normal,Gtl
1290,8,2006,2006,1085,1120,1970,2,8,3,281000,RL,AllPub,1Fam,Ex,Partial,Gtl
1291,5,1964,1964,1152,1152,1152,1,6,2,180500,RL,AllPub,1Fam,TA,Normal,Gtl
1292,5,1972,1972,630,630,1302,2,6,1,119500,RM,AllPub,Twnhs,TA,Normal,Gtl
1293,5,1892,1965,994,1378,2372,2,11,1,107500,RM,AllPub,1Fam,TA,Normal,Gtl
1294,7,1976,1976,832,832,1664,2,8,2,162900,RL,AllPub,1Fam,TA,Normal,Gtl
1295,5,1955,1990,864,864,864,1,5,2,115000,RL,AllPub,1Fam,TA,Normal,Gtl
1296,5,1968,1968,1052,1052,1052,1,5,1,138500,RL,AllPub,1Fam,TA,Normal,Gtl
1297,5,1963,1963,1120,1128,1128,2,6,2,155000,RL,AllPub,1Fam,TA,Normal,Gtl
1298,6,2005,2006,547,1072,1072,2,5,2,140000,RM,AllPub,TwnhsE,TA,Partial,Gtl
1299,10,2008,2008,6110,4692,5642,2,12,2,160000,RL,AllPub,1Fam,Ex,Partial,Gtl
1300,5,1959,1994,1246,1246,1246,1,6,1,154000,RL,AllPub,1Fam,Gd,Normal,Gtl
1301,7,1999,1999,978,1005,1983,2,9,2,225000,RL,AllPub,1Fam,Gd,Normal,Gtl
1302,6,1942,1950,771,753,1494,1,7,1,177500,RL,AllPub,1Fam,Gd,Normal,Gtl
1303,8,1994,1994,1165,1203,2526,2,8,3,290000,RL,AllPub,1Fam,Gd,Normal,Gtl
1304,7,2005,2005,1616,1616,1616,2,7,3,232000,RL,AllPub,1Fam,Gd,Normal,Gtl
1305,7,2004,2004,976,976,1708,2,7,2,130000,RM,AllPub,TwnhsE,Gd,Normal,Gtl
1306,9,2006,2007,1652,1652,1652,2,6,2,325000,RL,AllPub,1Fam,Ex,Normal,Gtl
